NAME1,NAME2,NAME3,id,数据仓库,图层,dataType,resolution,zip_level,others,Absolute_path,Absolute_path_server,wmts,note
土地覆盖数据,低分辨率土地覆盖数据,modis土地覆盖,modis2010,landcover100_resample_china,MODIS_LANDCOVER2005,byte,500,10,3,F:/landcover100_com_DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2010.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2010.tif,,
土地覆盖数据,低分辨率土地覆盖数据,modis土地覆盖,modis2011,landcover100_resample_china,MODIS_LANDCOVER2005,byte,500,10,3,F:/landcover100_com_DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2011.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2011.tif,,
土地覆盖数据,低分辨率土地覆盖数据,modis土地覆盖,modis2012,landcover100_resample_china,MODIS_LANDCOVER2005,byte,500,10,3,F:/landcover100_com_DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2012.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2012.tif,,
土地覆盖数据,低分辨率土地覆盖数据,modis土地覆盖,modis2013,landcover100_resample_china,MODIS_LANDCOVER2005,byte,500,10,3,F:/landcover100_com_DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2013.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2013.tif,,
土地覆盖数据,低分辨率土地覆盖数据,modis土地覆盖,modis2014,landcover100_resample_china,MODIS_LANDCOVER2005,byte,500,10,3,F:/landcover100_com_DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2014.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2014.tif,,
土地覆盖数据,低分辨率土地覆盖数据,modis土地覆盖,modis2015,landcover100_resample_china,MODIS_LANDCOVER2005,byte,500,10,3,F:/landcover100_com_DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2015.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2015.tif,,
土地覆盖数据,低分辨率土地覆盖数据,modis土地覆盖,modis2016,landcover100_resample_china,MODIS_LANDCOVER2005,byte,500,10,3,F:/landcover100_com_DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2016.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2016.tif,,
土地覆盖数据,低分辨率土地覆盖数据,modis土地覆盖,modis2017,landcover100_resample_china,MODIS_LANDCOVER2005,byte,500,10,3,F:/landcover100_com_DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2017.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2017.tif,,
土地覆盖数据,低分辨率土地覆盖数据,modis土地覆盖,modis2018,landcover100_resample_china,MODIS_LANDCOVER2005,byte,500,10,3,F:/landcover100_com_DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2018.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2018.tif,,
土地覆盖数据,低分辨率土地覆盖数据,modis土地覆盖,modis2019,landcover100_resample_china,MODIS_LANDCOVER2005,byte,500,10,3,F:/landcover100_com_DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2019.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2019.tif,,
土地覆盖数据,低分辨率土地覆盖数据,modis土地覆盖,modis2020,landcover100_resample_china,MODIS_LANDCOVER2005,byte,500,10,3,F:/landcover100_com_DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2020.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/MODIS_landcover/MODIS_LANDCOVER2020.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI,landcover100_resample_china,ESA_CCI,byte,300,20,3,,,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3A2020_v2.1.1_ESA_CCI&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=5&TileCol=24&TileRow=12,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_1992,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/1992_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/1992_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_1993,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/1993_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/1993_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_1994,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/1994_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/1994_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_1995,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/1995_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/1995_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_1996,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/1996_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/1996_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_1997,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/1997_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/1997_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_1998,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/1998_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/1998_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_1999,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/1999_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/1999_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2000,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2000_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2000_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2001,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2001_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2001_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2002,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2002_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2002_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2003,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2003_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2003_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2004,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2004_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2004_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2005,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2005_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2005_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2006,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2006_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2006_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2007,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2007_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2007_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2008,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2008_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2008_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2009,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2009_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2009_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2010,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2010_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2010_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2011,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2011_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2011_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2012,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2012_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2012_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2013,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2013_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2013_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2014,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2014_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2014_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2015,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2015_v2.0.7_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2015_v2.0.7_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2016,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2016_v2.1.1_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2016_v2.1.1_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2017,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2017_v2.1.1_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2017_v2.1.1_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2018,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2018_v2.1.1_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2018_v2.1.1_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2019,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2019_v2.1.1_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2019_v2.1.1_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,ESA_CCI土地覆盖,ESA_CCI_2020,landcover100_resample_china,ESA_CCI,byte,300,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/ESA_CCI_300m/china_esa_cci/2020_v2.1.1_ESA_CCI.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/ESA_CCI_300m/2020_v2.1.1_ESA_CCI.tif,,
土地覆盖数据,低分辨率土地覆盖数据,GAZE土地覆盖,GAZE_2010_tosee,landcover100_resample_china,GAZE_WORLD,byte,9000,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/gaze_landcover/gaze_world.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/gaze_landcover/gaze_world.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3Agaze_world&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=3&TileCol=6&TileRow=4,
土地覆盖数据,低分辨率土地覆盖数据,GAZE土地覆盖,GAZE_2010,landcover100_resample_china,GAZE_WORLD,byte,9000,20,3,F:/landcover100_com_DB/Land_Cover/low_resolution/gaze_landcover/gaze_world.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/gaze_landcover/gaze_world.tif,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3Agaze_world&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=3&TileCol=6&TileRow=4,
土地覆盖数据,低分辨率土地覆盖数据,GLCNMO土地覆盖,GLCNMO_tosee,landcover100_resample_china,GLCNMO_tosee,byte,1000,10,3,,,https://geoserver.landcover100.com/geoserver/landcover100_resample_china/gwc/service/wmts?layer=landcover100_resample_china%3AGLCNMO_1000m_V3&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=3&TileCol=5&TileRow=3,
土地覆盖数据,低分辨率土地覆盖数据,GLCNMO土地覆盖,GLCNMO,landcover100_resample_china,GLCNMO_tosee,byte,1000,10,3,F:/landcover100_com_DB/Land_Cover/low_resolution/GLCNMO_1000m/mosaic/GLCNMO_1000m_V3.tif,/mnt/yundisk/landcover100DB/Land_Cover/low_resolution/GLCNMO_1000m/GLCNMO_1000m_V3.tif,,
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,3,,,https://geoserver.landcover100.com/geoserver/landcover100_resample_china_LandCover/gwc/service/wmts?layer=landcover100_resample_china_LandCover%3ACLCD_v01_2022_albert_resample_repoject&style=&tilematrixset=WebMercatorQuad&Service=WMTS&Request=GetTile&Version=1.0.0&Format=image%2Fjpeg&TileMatrix=4&TileCol=13&TileRow=5,
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_1985,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1985_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1985.tif,,
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_1990,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1990_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1990.tif,,
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_1991,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1991_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1991.tif,,
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_1992,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1992_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1992.tif,,
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_1993,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1993_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1993.tif,,
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_1994,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1994_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1994.tif,,
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_1995,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1995_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1995.tif,,
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_1996,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1996_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1996.tif,,
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_1997,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1997_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1997.tif,,
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_1998,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1998_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1998.tif,,
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_1999,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/1999_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/1999.tif,,
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_2000,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/2000_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/2000.tif,,
土地覆盖数据,中分辨率土地覆盖数据,CLCD土地覆盖,CLCD_2001,landcover100_resample_china_LandCover,CLCD_v01_2022_albert_resample_repoject,byte,30,20,3,F:/landcover100_com_DB/Land_Cover/medium_resolution/CLCD_1985_2022/RENAME/2001_CLCD.tif,/mnt/yundisk/landcover100DB/Land_Cover/medium_resolution/CLCD/2001.tif,,
